,condition,outcome,persona,response
0,orchid orangutan; defiant dragonfly,gender,p0016,2
2934,orchid orangutan; defiant dragonfly,party,p2214,2
2935,orchid orangutan; defiant dragonfly,party,p2215,1
2936,orchid orangutan; defiant dragonfly,party,p2220,2
2937,orchid orangutan; defiant dragonfly,party,p2223,2
2938,orchid orangutan; defiant dragonfly,party,p2229,2
2939,orchid orangutan; defiant dragonfly,party,p2234,3
2940,orchid orangutan; defiant dragonfly,party,p2237,3
2941,orchid orangutan; defiant dragonfly,party,p2238,1
2942,orchid orangutan; defiant dragonfly,party,p2244,3
2943,orchid orangutan; defiant dragonfly,party,p2248,3
2944,orchid orangutan; defiant dragonfly,party,p2252,3
2945,orchid orangutan; defiant dragonfly,party,p2255,1
2946,orchid orangutan; defiant dragonfly,party,p2261,1
2947,orchid orangutan; defiant dragonfly,party,p2263,3
2948,orchid orangutan; defiant dragonfly,party,p2273,3
2949,orchid orangutan; defiant dragonfly,party,p2275,3
2950,orchid orangutan; defiant dragonfly,party,p2276,3
2951,orchid orangutan; defiant dragonfly,party,p2283,3
2952,orchid orangutan; defiant dragonfly,party,p2287,3
2953,orchid orangutan; defiant dragonfly,party,p2296,3
2954,orchid orangutan; defiant dragonfly,party,p2298,2
2955,orchid orangutan; defiant dragonfly,party,p2304,3
2956,orchid orangutan; defiant dragonfly,party,p2310,3
2957,orchid orangutan; defiant dragonfly,party,p2322,2
2958,orchid orangutan; defiant dragonfly,party,p2326,1
2959,orchid orangutan; defiant dragonfly,party,p2330,1
2960,orchid orangutan; defiant dragonfly,party,p2331,3
2961,orchid orangutan; defiant dragonfly,party,p2333,1
2962,orchid orangutan; defiant dragonfly,party,p2347,3
2963,orchid orangutan; defiant dragonfly,party,p2350,2
2964,orchid orangutan; defiant dragonfly,party,p2351,1
2965,orchid orangutan; defiant dragonfly,party,p2353,3
2966,orchid orangutan; defiant dragonfly,party,p2355,3
2967,orchid orangutan; defiant dragonfly,party,p2363,3
2968,orchid orangutan; defiant dragonfly,party,p2378,2
2969,orchid orangutan; defiant dragonfly,party,p2380,3
2970,orchid orangutan; defiant dragonfly,party,p2387,3
2971,orchid orangutan; defiant dragonfly,party,p2398,1
2972,orchid orangutan; defiant dragonfly,party,p2400,3
2973,orchid orangutan; defiant dragonfly,party,p2403,3
2974,orchid orangutan; defiant dragonfly,party,p2408,3
2975,orchid orangutan; defiant dragonfly,party,p2418,3
2976,orchid orangutan; defiant dragonfly,party,p2426,3
2977,orchid orangutan; defiant dragonfly,party,p2428,2
2978,orchid orangutan; defiant dragonfly,party,p2434,3
2979,orchid orangutan; defiant dragonfly,party,p2446,3
2980,orchid orangutan; defiant dragonfly,party,p2452,1
2981,orchid orangutan; defiant dragonfly,party,p2454,2
2982,orchid orangutan; defiant dragonfly,party,p2462,3
2983,orchid orangutan; defiant dragonfly,party,p2467,1
2984,orchid orangutan; defiant dragonfly,party,p2482,2
2985,orchid orangutan; defiant dragonfly,party,p2489,1
2986,orchid orangutan; defiant dragonfly,party,p2490,3
2987,orchid orangutan; defiant dragonfly,party,p2494,1
2988,orchid orangutan; defiant dragonfly,party,p2502,3
2989,orchid orangutan; defiant dragonfly,party,p2503,3
2990,orchid orangutan; defiant dragonfly,party,p2522,1
2991,orchid orangutan; defiant dragonfly,party,p2524,3
2992,orchid orangutan; defiant dragonfly,party,p2533,3
2993,orchid orangutan; defiant dragonfly,party,p2566,3
2994,orchid orangutan; defiant dragonfly,party,p2571,3
2995,orchid orangutan; defiant dragonfly,party,p2573,2
2996,orchid orangutan; defiant dragonfly,party,p2582,1
2997,orchid orangutan; defiant dragonfly,party,p2591,1
2998,orchid orangutan; defiant dragonfly,party,p2592,2
2999,orchid orangutan; defiant dragonfly,party,p2595,3
