,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,gender,p0016,2
2012,crushing chicken; gross grasshopper; homely halibut,income,p0073,4
2013,crushing chicken; gross grasshopper; homely halibut,income,p0082,4
2014,crushing chicken; gross grasshopper; homely halibut,income,p0091,4
2015,crushing chicken; gross grasshopper; homely halibut,income,p0092,2
2016,crushing chicken; gross grasshopper; homely halibut,income,p0093,4
2017,crushing chicken; gross grasshopper; homely halibut,income,p0095,3
2018,crushing chicken; gross grasshopper; homely halibut,income,p0107,3
2019,crushing chicken; gross grasshopper; homely halibut,income,p0114,3
2020,crushing chicken; gross grasshopper; homely halibut,income,p0116,3
2021,crushing chicken; gross grasshopper; homely halibut,income,p0118,3
2022,crushing chicken; gross grasshopper; homely halibut,income,p0119,3
2023,crushing chicken; gross grasshopper; homely halibut,income,p0126,3
2024,crushing chicken; gross grasshopper; homely halibut,income,p0129,4
2025,crushing chicken; gross grasshopper; homely halibut,income,p0136,3
2026,crushing chicken; gross grasshopper; homely halibut,income,p0138,3
2027,crushing chicken; gross grasshopper; homely halibut,income,p0144,3
2028,crushing chicken; gross grasshopper; homely halibut,income,p0150,1
2029,crushing chicken; gross grasshopper; homely halibut,income,p0152,3
2030,crushing chicken; gross grasshopper; homely halibut,income,p0158,2
2031,crushing chicken; gross grasshopper; homely halibut,income,p0161,4
2032,crushing chicken; gross grasshopper; homely halibut,income,p0164,3
2033,crushing chicken; gross grasshopper; homely halibut,income,p0175,4
2034,crushing chicken; gross grasshopper; homely halibut,income,p0177,4
2035,crushing chicken; gross grasshopper; homely halibut,income,p0178,4
2036,crushing chicken; gross grasshopper; homely halibut,income,p0181,4
2037,crushing chicken; gross grasshopper; homely halibut,income,p0186,2
2038,crushing chicken; gross grasshopper; homely halibut,income,p0196,4
2039,crushing chicken; gross grasshopper; homely halibut,income,p0198,4
2040,crushing chicken; gross grasshopper; homely halibut,income,p0202,3
2041,crushing chicken; gross grasshopper; homely halibut,income,p0205,4
2042,crushing chicken; gross grasshopper; homely halibut,income,p0207,3
2043,crushing chicken; gross grasshopper; homely halibut,income,p0211,3
2044,crushing chicken; gross grasshopper; homely halibut,income,p0227,4
2045,crushing chicken; gross grasshopper; homely halibut,income,p0229,3
2046,crushing chicken; gross grasshopper; homely halibut,income,p0232,4
2047,crushing chicken; gross grasshopper; homely halibut,income,p0233,2
2048,crushing chicken; gross grasshopper; homely halibut,income,p0237,3
2049,crushing chicken; gross grasshopper; homely halibut,income,p0258,3
2050,crushing chicken; gross grasshopper; homely halibut,income,p0268,2
2051,crushing chicken; gross grasshopper; homely halibut,income,p0274,3
2052,crushing chicken; gross grasshopper; homely halibut,income,p0275,2
2053,crushing chicken; gross grasshopper; homely halibut,income,p0277,1
2054,crushing chicken; gross grasshopper; homely halibut,income,p0288,3
2055,crushing chicken; gross grasshopper; homely halibut,income,p0291,3
2056,crushing chicken; gross grasshopper; homely halibut,income,p0307,1
2057,crushing chicken; gross grasshopper; homely halibut,income,p0308,3
2058,crushing chicken; gross grasshopper; homely halibut,income,p0317,4
2059,crushing chicken; gross grasshopper; homely halibut,income,p0325,4
2060,crushing chicken; gross grasshopper; homely halibut,income,p0327,4
2061,crushing chicken; gross grasshopper; homely halibut,income,p0334,4
2062,crushing chicken; gross grasshopper; homely halibut,income,p0336,4
2063,crushing chicken; gross grasshopper; homely halibut,income,p0338,2
2064,crushing chicken; gross grasshopper; homely halibut,income,p0342,4
2065,crushing chicken; gross grasshopper; homely halibut,income,p0349,3
2066,crushing chicken; gross grasshopper; homely halibut,income,p0356,3
2067,crushing chicken; gross grasshopper; homely halibut,income,p0358,1
2068,crushing chicken; gross grasshopper; homely halibut,income,p0363,3
2069,crushing chicken; gross grasshopper; homely halibut,income,p0364,4
2070,crushing chicken; gross grasshopper; homely halibut,income,p0369,4
2071,crushing chicken; gross grasshopper; homely halibut,income,p0370,2
2072,crushing chicken; gross grasshopper; homely halibut,income,p0371,3
2073,crushing chicken; gross grasshopper; homely halibut,income,p0379,3
2074,crushing chicken; gross grasshopper; homely halibut,income,p0386,3
2075,crushing chicken; gross grasshopper; homely halibut,income,p0396,3
2076,crushing chicken; gross grasshopper; homely halibut,income,p0403,2
2077,crushing chicken; gross grasshopper; homely halibut,income,p0405,4
2078,crushing chicken; gross grasshopper; homely halibut,income,p0412,4
2079,crushing chicken; gross grasshopper; homely halibut,income,p0415,4
2080,crushing chicken; gross grasshopper; homely halibut,income,p0416,4
2081,crushing chicken; gross grasshopper; homely halibut,income,p0417,3
2082,crushing chicken; gross grasshopper; homely halibut,income,p0418,3
2083,crushing chicken; gross grasshopper; homely halibut,income,p0430,4
2084,crushing chicken; gross grasshopper; homely halibut,income,p0431,4
2085,crushing chicken; gross grasshopper; homely halibut,income,p0434,3
2086,crushing chicken; gross grasshopper; homely halibut,income,p0438,4
2087,crushing chicken; gross grasshopper; homely halibut,income,p0441,4
2088,crushing chicken; gross grasshopper; homely halibut,income,p0442,2
2089,crushing chicken; gross grasshopper; homely halibut,income,p0449,4
2090,crushing chicken; gross grasshopper; homely halibut,income,p0450,4
2091,crushing chicken; gross grasshopper; homely halibut,income,p0465,4
2092,crushing chicken; gross grasshopper; homely halibut,income,p0471,3
2093,crushing chicken; gross grasshopper; homely halibut,income,p0477,3
2094,crushing chicken; gross grasshopper; homely halibut,income,p0483,3
2095,crushing chicken; gross grasshopper; homely halibut,income,p0486,3
2096,crushing chicken; gross grasshopper; homely halibut,income,p0487,3
2097,crushing chicken; gross grasshopper; homely halibut,income,p0489,4
2098,crushing chicken; gross grasshopper; homely halibut,income,p0497,4
2099,crushing chicken; gross grasshopper; homely halibut,income,p0502,4
2100,crushing chicken; gross grasshopper; homely halibut,income,p0503,2
2101,crushing chicken; gross grasshopper; homely halibut,income,p0506,3
2102,crushing chicken; gross grasshopper; homely halibut,income,p0511,4
2103,crushing chicken; gross grasshopper; homely halibut,income,p0523,2
2104,crushing chicken; gross grasshopper; homely halibut,income,p0534,4
2105,crushing chicken; gross grasshopper; homely halibut,income,p0536,3
2106,crushing chicken; gross grasshopper; homely halibut,income,p0542,4
2107,crushing chicken; gross grasshopper; homely halibut,income,p0547,3
2108,crushing chicken; gross grasshopper; homely halibut,income,p0553,4
2109,crushing chicken; gross grasshopper; homely halibut,income,p0559,4
2110,crushing chicken; gross grasshopper; homely halibut,income,p0566,4
2111,crushing chicken; gross grasshopper; homely halibut,income,p0568,3
2112,crushing chicken; gross grasshopper; homely halibut,income,p0570,2
2113,crushing chicken; gross grasshopper; homely halibut,income,p0573,3
2114,crushing chicken; gross grasshopper; homely halibut,income,p0578,2
2115,crushing chicken; gross grasshopper; homely halibut,income,p0594,3
2116,crushing chicken; gross grasshopper; homely halibut,income,p0597,2
2117,crushing chicken; gross grasshopper; homely halibut,income,p0601,3
2118,crushing chicken; gross grasshopper; homely halibut,income,p0602,2
2119,crushing chicken; gross grasshopper; homely halibut,income,p0605,3
2120,crushing chicken; gross grasshopper; homely halibut,income,p0615,2
2121,crushing chicken; gross grasshopper; homely halibut,income,p0620,3
2122,crushing chicken; gross grasshopper; homely halibut,income,p0626,3
2123,crushing chicken; gross grasshopper; homely halibut,income,p0629,4
2124,crushing chicken; gross grasshopper; homely halibut,income,p0633,2
2125,crushing chicken; gross grasshopper; homely halibut,income,p0638,3
2126,crushing chicken; gross grasshopper; homely halibut,income,p0639,4
2127,crushing chicken; gross grasshopper; homely halibut,income,p0640,3
2128,crushing chicken; gross grasshopper; homely halibut,income,p0655,4
2129,crushing chicken; gross grasshopper; homely halibut,income,p0656,3
2130,crushing chicken; gross grasshopper; homely halibut,income,p0658,4
2131,crushing chicken; gross grasshopper; homely halibut,income,p0661,3
2132,crushing chicken; gross grasshopper; homely halibut,income,p0669,3
2133,crushing chicken; gross grasshopper; homely halibut,income,p0670,2
2134,crushing chicken; gross grasshopper; homely halibut,income,p0672,3
2135,crushing chicken; gross grasshopper; homely halibut,income,p0674,3
2136,crushing chicken; gross grasshopper; homely halibut,income,p0678,4
2137,crushing chicken; gross grasshopper; homely halibut,income,p0683,3
2138,crushing chicken; gross grasshopper; homely halibut,income,p0686,3
2139,crushing chicken; gross grasshopper; homely halibut,income,p0687,3
2140,crushing chicken; gross grasshopper; homely halibut,income,p0698,2
2141,crushing chicken; gross grasshopper; homely halibut,income,p0700,4
2142,crushing chicken; gross grasshopper; homely halibut,income,p0703,3
2143,crushing chicken; gross grasshopper; homely halibut,income,p0718,2
2144,crushing chicken; gross grasshopper; homely halibut,income,p0744,4
2145,crushing chicken; gross grasshopper; homely halibut,income,p0745,4
2146,crushing chicken; gross grasshopper; homely halibut,income,p0753,2
2147,crushing chicken; gross grasshopper; homely halibut,income,p0770,4
2148,crushing chicken; gross grasshopper; homely halibut,income,p0771,3
2149,crushing chicken; gross grasshopper; homely halibut,income,p0777,4
2150,crushing chicken; gross grasshopper; homely halibut,income,p0779,4
2151,crushing chicken; gross grasshopper; homely halibut,income,p0780,1
2152,crushing chicken; gross grasshopper; homely halibut,income,p0783,3
2153,crushing chicken; gross grasshopper; homely halibut,income,p0785,4
2154,crushing chicken; gross grasshopper; homely halibut,income,p0786,3
2155,crushing chicken; gross grasshopper; homely halibut,income,p0794,4
2156,crushing chicken; gross grasshopper; homely halibut,income,p0798,4
2157,crushing chicken; gross grasshopper; homely halibut,income,p0800,3
2158,crushing chicken; gross grasshopper; homely halibut,income,p0820,2
2159,crushing chicken; gross grasshopper; homely halibut,income,p0841,3
2160,crushing chicken; gross grasshopper; homely halibut,income,p0849,3
2161,crushing chicken; gross grasshopper; homely halibut,income,p0862,3
2162,crushing chicken; gross grasshopper; homely halibut,income,p0867,4
2163,crushing chicken; gross grasshopper; homely halibut,income,p0869,4
2164,crushing chicken; gross grasshopper; homely halibut,income,p0872,3
2165,crushing chicken; gross grasshopper; homely halibut,income,p0880,2
2166,crushing chicken; gross grasshopper; homely halibut,income,p0891,3
2167,crushing chicken; gross grasshopper; homely halibut,income,p0916,3
2168,crushing chicken; gross grasshopper; homely halibut,income,p0917,4
2169,crushing chicken; gross grasshopper; homely halibut,income,p0919,3
2170,crushing chicken; gross grasshopper; homely halibut,income,p0922,2
2171,crushing chicken; gross grasshopper; homely halibut,income,p0925,2
2172,crushing chicken; gross grasshopper; homely halibut,income,p0927,4
2173,crushing chicken; gross grasshopper; homely halibut,income,p0929,2
2174,crushing chicken; gross grasshopper; homely halibut,income,p0930,4
2175,crushing chicken; gross grasshopper; homely halibut,income,p0931,2
2176,crushing chicken; gross grasshopper; homely halibut,income,p0933,2
2177,crushing chicken; gross grasshopper; homely halibut,income,p0934,4
2178,crushing chicken; gross grasshopper; homely halibut,income,p0936,3
2179,crushing chicken; gross grasshopper; homely halibut,income,p0938,3
2180,crushing chicken; gross grasshopper; homely halibut,income,p0939,2
2181,crushing chicken; gross grasshopper; homely halibut,income,p0946,4
2182,crushing chicken; gross grasshopper; homely halibut,income,p0951,2
2183,crushing chicken; gross grasshopper; homely halibut,income,p0956,3
