,condition,outcome,persona,response
0,limping llama; friendly frog,trust_competent_1,p0016,75
9184,limping llama; friendly frog,newsletter,p0962,2
9185,limping llama; friendly frog,newsletter,p0963,2
9186,limping llama; friendly frog,newsletter,p0969,2
9187,limping llama; friendly frog,newsletter,p0972,2
9188,limping llama; friendly frog,newsletter,p0975,2
9189,limping llama; friendly frog,newsletter,p0985,2
9190,limping llama; friendly frog,newsletter,p0993,2
9191,limping llama; friendly frog,newsletter,p0996,2
9192,limping llama; friendly frog,newsletter,p1011,2
9193,limping llama; friendly frog,newsletter,p1017,2
9194,limping llama; friendly frog,newsletter,p1020,2
9195,limping llama; friendly frog,newsletter,p1022,2
9196,limping llama; friendly frog,newsletter,p1024,2
9197,limping llama; friendly frog,newsletter,p1027,2
9198,limping llama; friendly frog,newsletter,p1028,2
9199,limping llama; friendly frog,newsletter,p1029,2
9200,limping llama; friendly frog,newsletter,p1032,2
9201,limping llama; friendly frog,newsletter,p1040,2
9202,limping llama; friendly frog,newsletter,p1047,2
9203,limping llama; friendly frog,newsletter,p1048,2
9204,limping llama; friendly frog,newsletter,p1053,2
9205,limping llama; friendly frog,newsletter,p1057,2
9206,limping llama; friendly frog,newsletter,p1058,2
9207,limping llama; friendly frog,newsletter,p1063,2
9208,limping llama; friendly frog,newsletter,p1064,2
9209,limping llama; friendly frog,newsletter,p1065,2
9210,limping llama; friendly frog,newsletter,p1069,2
9211,limping llama; friendly frog,newsletter,p1072,2
9212,limping llama; friendly frog,newsletter,p1073,2
9213,limping llama; friendly frog,newsletter,p1075,2
9214,limping llama; friendly frog,newsletter,p1076,2
9215,limping llama; friendly frog,newsletter,p1083,2
9216,limping llama; friendly frog,newsletter,p1089,2
9217,limping llama; friendly frog,newsletter,p1093,2
9218,limping llama; friendly frog,newsletter,p1096,2
9219,limping llama; friendly frog,newsletter,p1100,2
9220,limping llama; friendly frog,newsletter,p1106,2
9221,limping llama; friendly frog,newsletter,p1107,2
9222,limping llama; friendly frog,newsletter,p1113,2
9223,limping llama; friendly frog,newsletter,p1117,2
9224,limping llama; friendly frog,newsletter,p1120,2
9225,limping llama; friendly frog,newsletter,p1134,2
9226,limping llama; friendly frog,newsletter,p1136,2
9227,limping llama; friendly frog,newsletter,p1138,2
9228,limping llama; friendly frog,newsletter,p1144,2
9229,limping llama; friendly frog,newsletter,p1145,2
9230,limping llama; friendly frog,newsletter,p1147,2
9231,limping llama; friendly frog,newsletter,p1148,2
9232,limping llama; friendly frog,newsletter,p1154,2
9233,limping llama; friendly frog,newsletter,p1159,2
9234,limping llama; friendly frog,newsletter,p1167,2
9235,limping llama; friendly frog,newsletter,p1175,2
9236,limping llama; friendly frog,newsletter,p1178,2
9237,limping llama; friendly frog,newsletter,p1184,2
9238,limping llama; friendly frog,newsletter,p1186,2
9239,limping llama; friendly frog,newsletter,p1196,2
9240,limping llama; friendly frog,newsletter,p1197,2
9241,limping llama; friendly frog,newsletter,p1203,2
9242,limping llama; friendly frog,newsletter,p1219,2
9243,limping llama; friendly frog,newsletter,p1225,2
9244,limping llama; friendly frog,newsletter,p1234,2
9245,limping llama; friendly frog,newsletter,p1242,2
9246,limping llama; friendly frog,newsletter,p1244,2
9247,limping llama; friendly frog,newsletter,p1249,2
9248,limping llama; friendly frog,newsletter,p1250,2
9249,limping llama; friendly frog,newsletter,p1256,2
9250,limping llama; friendly frog,newsletter,p1258,2
9251,limping llama; friendly frog,newsletter,p1260,2
9252,limping llama; friendly frog,newsletter,p1262,2
9253,limping llama; friendly frog,newsletter,p1264,2
9254,limping llama; friendly frog,newsletter,p1265,2
9255,limping llama; friendly frog,newsletter,p1269,2
9256,limping llama; friendly frog,newsletter,p1272,2
9257,limping llama; friendly frog,newsletter,p1278,2
9258,limping llama; friendly frog,newsletter,p1281,2
9259,limping llama; friendly frog,newsletter,p1292,2
9260,limping llama; friendly frog,newsletter,p1299,2
9261,limping llama; friendly frog,newsletter,p1312,2
9262,limping llama; friendly frog,newsletter,p1322,2
9263,limping llama; friendly frog,newsletter,p1326,2
9264,limping llama; friendly frog,newsletter,p1330,2
9265,limping llama; friendly frog,newsletter,p1335,2
9266,limping llama; friendly frog,newsletter,p1337,2
9267,limping llama; friendly frog,newsletter,p1340,2
9268,limping llama; friendly frog,newsletter,p1345,2
9269,limping llama; friendly frog,newsletter,p1351,2
9270,limping llama; friendly frog,newsletter,p1355,2
9271,limping llama; friendly frog,newsletter,p1362,2
9272,limping llama; friendly frog,newsletter,p1365,2
9273,limping llama; friendly frog,newsletter,p1366,2
9274,limping llama; friendly frog,newsletter,p1367,2
9275,limping llama; friendly frog,newsletter,p1370,2
9276,limping llama; friendly frog,newsletter,p1371,2
9277,limping llama; friendly frog,newsletter,p1373,2
9278,limping llama; friendly frog,newsletter,p1375,2
9279,limping llama; friendly frog,newsletter,p1376,2
9280,limping llama; friendly frog,newsletter,p1379,2
9281,limping llama; friendly frog,newsletter,p1381,2
9282,limping llama; friendly frog,newsletter,p1393,2
9283,limping llama; friendly frog,newsletter,p1396,2
9284,limping llama; friendly frog,newsletter,p1398,2
9285,limping llama; friendly frog,newsletter,p1404,2
9286,limping llama; friendly frog,newsletter,p1406,2
9287,limping llama; friendly frog,newsletter,p1407,2
9288,limping llama; friendly frog,newsletter,p1409,2
9289,limping llama; friendly frog,newsletter,p1412,2
9290,limping llama; friendly frog,newsletter,p1414,2
9291,limping llama; friendly frog,newsletter,p1424,2
9292,limping llama; friendly frog,newsletter,p1425,2
9293,limping llama; friendly frog,newsletter,p1429,2
9294,limping llama; friendly frog,newsletter,p1434,2
9295,limping llama; friendly frog,newsletter,p1441,2
9296,limping llama; friendly frog,newsletter,p1445,2
9297,limping llama; friendly frog,newsletter,p1450,2
9298,limping llama; friendly frog,newsletter,p1454,2
9299,limping llama; friendly frog,newsletter,p1456,2
9300,limping llama; friendly frog,newsletter,p1457,2
9301,limping llama; friendly frog,newsletter,p1458,2
9302,limping llama; friendly frog,newsletter,p1469,2
9303,limping llama; friendly frog,newsletter,p1470,2
9304,limping llama; friendly frog,newsletter,p1481,2
9305,limping llama; friendly frog,newsletter,p1488,2
9306,limping llama; friendly frog,newsletter,p1492,2
9307,limping llama; friendly frog,newsletter,p1495,2
9308,limping llama; friendly frog,newsletter,p1497,2
9309,limping llama; friendly frog,newsletter,p1499,2
9310,limping llama; friendly frog,newsletter,p1503,2
9311,limping llama; friendly frog,newsletter,p1511,2
9312,limping llama; friendly frog,newsletter,p1512,2
9313,limping llama; friendly frog,newsletter,p1518,2
9314,limping llama; friendly frog,newsletter,p1519,2
9315,limping llama; friendly frog,newsletter,p1520,2
9316,limping llama; friendly frog,newsletter,p1524,2
9317,limping llama; friendly frog,newsletter,p1526,2
9318,limping llama; friendly frog,newsletter,p1537,2
9319,limping llama; friendly frog,newsletter,p1545,2
9320,limping llama; friendly frog,newsletter,p1547,2
9321,limping llama; friendly frog,newsletter,p1552,2
9322,limping llama; friendly frog,newsletter,p1567,2
9323,limping llama; friendly frog,newsletter,p1568,2
9324,limping llama; friendly frog,newsletter,p1579,2
9325,limping llama; friendly frog,newsletter,p1587,2
9326,limping llama; friendly frog,newsletter,p1596,2
9327,limping llama; friendly frog,newsletter,p1600,2
9328,limping llama; friendly frog,newsletter,p1603,2
9329,limping llama; friendly frog,newsletter,p1604,2
9330,limping llama; friendly frog,newsletter,p1610,2
9331,limping llama; friendly frog,newsletter,p1618,2
9332,limping llama; friendly frog,newsletter,p1619,2
9333,limping llama; friendly frog,newsletter,p1622,2
9334,limping llama; friendly frog,newsletter,p1623,2
9335,limping llama; friendly frog,newsletter,p1630,2
9336,limping llama; friendly frog,newsletter,p1641,2
9337,limping llama; friendly frog,newsletter,p1649,2
9338,limping llama; friendly frog,newsletter,p1652,2
9339,limping llama; friendly frog,newsletter,p1665,2
9340,limping llama; friendly frog,newsletter,p1669,2
9341,limping llama; friendly frog,newsletter,p1685,2
9342,limping llama; friendly frog,newsletter,p1693,2
9343,limping llama; friendly frog,newsletter,p1698,2
9344,limping llama; friendly frog,newsletter,p1704,2
9345,limping llama; friendly frog,newsletter,p1711,2
9346,limping llama; friendly frog,newsletter,p1718,2
9347,limping llama; friendly frog,newsletter,p1732,2
9348,limping llama; friendly frog,newsletter,p1739,2
9349,limping llama; friendly frog,newsletter,p1741,2
9350,limping llama; friendly frog,newsletter,p1746,2
9351,limping llama; friendly frog,newsletter,p1751,2
9352,limping llama; friendly frog,newsletter,p1754,2
9353,limping llama; friendly frog,newsletter,p1769,2
9354,limping llama; friendly frog,newsletter,p1771,2
9355,limping llama; friendly frog,newsletter,p1776,2
9356,limping llama; friendly frog,newsletter,p1780,2
9357,limping llama; friendly frog,newsletter,p1785,2
9358,limping llama; friendly frog,newsletter,p1791,2
9359,limping llama; friendly frog,newsletter,p1793,2
9360,limping llama; friendly frog,newsletter,p1796,2
9361,limping llama; friendly frog,newsletter,p1805,2
9362,limping llama; friendly frog,newsletter,p1812,2
9363,limping llama; friendly frog,newsletter,p1816,2
9364,limping llama; friendly frog,newsletter,p1819,2
9365,limping llama; friendly frog,newsletter,p1825,2
9366,limping llama; friendly frog,newsletter,p1836,2
9367,limping llama; friendly frog,newsletter,p1839,2
9368,limping llama; friendly frog,newsletter,p1861,2
9369,limping llama; friendly frog,newsletter,p1863,2
9370,limping llama; friendly frog,newsletter,p1873,2
9371,limping llama; friendly frog,newsletter,p1875,2
9372,limping llama; friendly frog,newsletter,p1876,2
9373,limping llama; friendly frog,newsletter,p1877,2
9374,limping llama; friendly frog,newsletter,p1880,2
9375,limping llama; friendly frog,newsletter,p1883,2
9376,limping llama; friendly frog,newsletter,p1889,2
9377,limping llama; friendly frog,newsletter,p1893,2
9378,limping llama; friendly frog,newsletter,p1896,2
9379,limping llama; friendly frog,newsletter,p1913,2
9380,limping llama; friendly frog,newsletter,p1922,2
9381,limping llama; friendly frog,newsletter,p1930,2
9382,limping llama; friendly frog,newsletter,p1935,2
9383,limping llama; friendly frog,newsletter,p1940,2
9384,limping llama; friendly frog,newsletter,p1948,2
9385,limping llama; friendly frog,newsletter,p1950,2
9386,limping llama; friendly frog,newsletter,p1954,2
9387,limping llama; friendly frog,newsletter,p1956,2
9388,limping llama; friendly frog,newsletter,p1958,2
9389,limping llama; friendly frog,newsletter,p1967,2
9390,limping llama; friendly frog,newsletter,p1973,2
9391,limping llama; friendly frog,newsletter,p1978,2
9392,limping llama; friendly frog,newsletter,p1983,2
9393,limping llama; friendly frog,newsletter,p1984,2
9394,limping llama; friendly frog,newsletter,p1995,2
9395,limping llama; friendly frog,newsletter,p1996,2
9396,limping llama; friendly frog,newsletter,p1997,2
9397,limping llama; friendly frog,newsletter,p2001,2
9398,limping llama; friendly frog,newsletter,p2002,2
9399,limping llama; friendly frog,newsletter,p2013,2
9400,limping llama; friendly frog,newsletter,p2014,2
9401,limping llama; friendly frog,newsletter,p2016,2
9402,limping llama; friendly frog,newsletter,p2018,2
9403,limping llama; friendly frog,newsletter,p2023,2
9404,limping llama; friendly frog,newsletter,p2025,2
9405,limping llama; friendly frog,newsletter,p2028,2
9406,limping llama; friendly frog,newsletter,p2030,2
9407,limping llama; friendly frog,newsletter,p2033,2
9408,limping llama; friendly frog,newsletter,p2040,2
9409,limping llama; friendly frog,newsletter,p2051,2
9410,limping llama; friendly frog,newsletter,p2052,2
9411,limping llama; friendly frog,newsletter,p2066,2
9412,limping llama; friendly frog,newsletter,p2067,2
9413,limping llama; friendly frog,newsletter,p2073,2
9414,limping llama; friendly frog,newsletter,p2077,2
9415,limping llama; friendly frog,newsletter,p2078,2
9416,limping llama; friendly frog,newsletter,p2086,2
9417,limping llama; friendly frog,newsletter,p2089,2
9418,limping llama; friendly frog,newsletter,p2093,2
9419,limping llama; friendly frog,newsletter,p2094,2
9420,limping llama; friendly frog,newsletter,p2111,2
9421,limping llama; friendly frog,newsletter,p2117,2
9422,limping llama; friendly frog,newsletter,p2121,2
9423,limping llama; friendly frog,newsletter,p2127,2
9424,limping llama; friendly frog,newsletter,p2141,2
9425,limping llama; friendly frog,newsletter,p2142,2
9426,limping llama; friendly frog,newsletter,p2143,2
9427,limping llama; friendly frog,newsletter,p2153,2
9428,limping llama; friendly frog,newsletter,p2155,2
9429,limping llama; friendly frog,newsletter,p2169,2
9430,limping llama; friendly frog,newsletter,p2187,2
9431,limping llama; friendly frog,newsletter,p2188,2
9432,limping llama; friendly frog,newsletter,p2197,2
9433,limping llama; friendly frog,newsletter,p2213,2
9434,limping llama; friendly frog,newsletter,p2214,2
9435,limping llama; friendly frog,newsletter,p2215,2
9436,limping llama; friendly frog,newsletter,p2220,2
9437,limping llama; friendly frog,newsletter,p2223,2
9438,limping llama; friendly frog,newsletter,p2229,2
9439,limping llama; friendly frog,newsletter,p2234,2
9440,limping llama; friendly frog,newsletter,p2237,2
9441,limping llama; friendly frog,newsletter,p2238,2
9442,limping llama; friendly frog,newsletter,p2244,2
9443,limping llama; friendly frog,newsletter,p2248,2
9444,limping llama; friendly frog,newsletter,p2252,2
9445,limping llama; friendly frog,newsletter,p2255,2
9446,limping llama; friendly frog,newsletter,p2261,2
9447,limping llama; friendly frog,newsletter,p2263,2
9448,limping llama; friendly frog,newsletter,p2273,2
9449,limping llama; friendly frog,newsletter,p2275,2
9450,limping llama; friendly frog,newsletter,p2276,2
9451,limping llama; friendly frog,newsletter,p2283,2
9452,limping llama; friendly frog,newsletter,p2287,2
