,condition,outcome,persona,response
0,crushing chicken; gross grasshopper; homely halibut,trust_competent_1,p0016,75
10284,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1398,75
10285,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1404,85
10286,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1406,75
10287,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1407,65
10288,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1409,75
10289,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1412,75
10290,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1414,85
10291,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1424,75
10292,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1425,75
10293,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1429,75
10294,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1434,75
10295,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1441,68
10296,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1445,75
10297,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1450,75
10298,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1454,78
10299,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1456,75
10300,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1457,65
10301,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1458,85
10302,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1469,75
10303,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1470,75
10304,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1481,85
10305,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1488,78
10306,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1492,68
10307,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1495,75
10308,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1497,75
10309,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1499,75
10310,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1503,75
10311,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1511,85
10312,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1512,75
10313,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1518,75
10314,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1519,75
10315,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1520,65
10316,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1524,75
10317,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1526,75
10318,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1537,75
10319,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1545,78
10320,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1547,75
10321,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1552,85
10322,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1567,75
10323,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1568,78
10324,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1579,65
10325,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1587,55
10326,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1596,75
10327,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1600,85
10328,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1603,75
10329,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1604,78
10330,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1610,75
10331,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1618,75
10332,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1619,85
10333,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1622,85
10334,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1623,65
10335,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1630,65
10336,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1641,75
10337,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1649,65
10338,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1652,75
10339,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1665,75
10340,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1669,75
10341,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1685,75
10342,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1693,75
10343,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1698,75
10344,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1704,75
10345,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1711,85
10346,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1718,68
10347,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1732,75
10348,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1739,78
10349,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1741,85
10350,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1746,65
10351,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1751,75
10352,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1754,85
10353,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1769,75
10354,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1771,75
10355,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1776,75
10356,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1780,78
10357,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1785,75
10358,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1791,78
10359,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1793,75
10360,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1796,75
10361,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1805,75
10362,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1812,85
10363,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1816,68
10364,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1819,75
10365,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1825,85
10366,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1836,85
10367,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1839,85
10368,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1861,75
10369,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1863,78
10370,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1873,75
10371,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1875,75
10372,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1876,85
10373,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1877,85
10374,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1880,68
10375,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1883,75
10376,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1889,65
10377,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1893,78
10378,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1896,85
10379,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1913,75
10380,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1922,85
10381,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1930,85
10382,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1935,78
10383,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1940,78
10384,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1948,75
10385,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1950,75
10386,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1954,75
10387,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1956,65
10388,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1958,75
10389,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1967,82
10390,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1973,85
10391,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1978,78
10392,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1983,68
10393,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1984,65
10394,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1995,75
10395,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1996,75
10396,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p1997,78
10397,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2001,85
10398,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2002,75
10399,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2013,85
10400,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2014,65
10401,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2016,78
10402,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2018,65
10403,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2023,85
10404,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2025,85
10405,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2028,75
10406,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2030,85
10407,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2033,78
10408,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2040,55
10409,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2051,75
10410,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2052,78
10411,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2066,65
10412,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2067,85
10413,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2073,85
10414,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2077,75
10415,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2078,75
10416,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2086,85
10417,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2089,85
10418,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2093,65
10419,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2094,78
10420,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2111,75
10421,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2117,78
10422,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2121,78
10423,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2127,75
10424,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2141,75
10425,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2142,45
10426,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2143,85
10427,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2153,75
10428,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2155,75
10429,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2169,75
10430,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2187,75
10431,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2188,78
10432,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2197,75
10433,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2213,65
10434,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2214,75
10435,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2215,85
10436,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2220,75
10437,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2223,65
10438,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2229,75
10439,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2234,85
10440,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2237,85
10441,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2238,75
10442,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2244,75
10443,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2248,75
10444,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2252,85
10445,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2255,65
10446,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2261,65
10447,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2263,75
10448,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2273,78
10449,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2275,78
10450,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2276,72
10451,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2283,65
10452,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2287,78
10453,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2296,65
10454,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2298,75
10455,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2304,75
10456,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2310,68
10457,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2322,65
10458,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2326,78
10459,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2330,75
10460,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2331,85
10461,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2333,75
10462,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2347,78
10463,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2350,75
10464,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2351,78
10465,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2353,78
10466,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2355,75
10467,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2363,75
10468,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2378,82
10469,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2380,85
10470,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2387,75
10471,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2398,75
10472,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2400,85
10473,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2403,85
10474,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2408,65
10475,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2418,75
10476,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2426,85
10477,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2428,65
10478,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2434,78
10479,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2446,65
10480,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2452,72
10481,crushing chicken; gross grasshopper; homely halibut,inst_trust_nasa_1,p2454,75
