,condition,outcome,persona,response
0,giant gibbon; brick bobcat,trust_competent_1,p0016,78
12323,giant gibbon; brick bobcat,policy_1_1,p1568,82
12324,giant gibbon; brick bobcat,policy_1_1,p1579,45
12325,giant gibbon; brick bobcat,policy_1_1,p1587,55
12326,giant gibbon; brick bobcat,policy_1_1,p1596,72
12327,giant gibbon; brick bobcat,policy_1_1,p1600,85
12328,giant gibbon; brick bobcat,policy_1_1,p1603,78
12329,giant gibbon; brick bobcat,policy_1_1,p1604,78
12330,giant gibbon; brick bobcat,policy_1_1,p1610,78
12331,giant gibbon; brick bobcat,policy_1_1,p1618,75
12332,giant gibbon; brick bobcat,policy_1_1,p1619,88
12333,giant gibbon; brick bobcat,policy_1_1,p1622,85
12334,giant gibbon; brick bobcat,policy_1_1,p1623,65
12335,giant gibbon; brick bobcat,policy_1_1,p1630,65
12336,giant gibbon; brick bobcat,policy_1_1,p1641,85
12337,giant gibbon; brick bobcat,policy_1_1,p1649,72
12338,giant gibbon; brick bobcat,policy_1_1,p1652,78
12339,giant gibbon; brick bobcat,policy_1_1,p1665,78
12340,giant gibbon; brick bobcat,policy_1_1,p1669,75
12341,giant gibbon; brick bobcat,policy_1_1,p1685,85
12342,giant gibbon; brick bobcat,policy_1_1,p1693,78
12343,giant gibbon; brick bobcat,policy_1_1,p1698,85
12344,giant gibbon; brick bobcat,policy_1_1,p1704,78
12345,giant gibbon; brick bobcat,policy_1_1,p1711,85
12346,giant gibbon; brick bobcat,policy_1_1,p1718,68
12347,giant gibbon; brick bobcat,policy_1_1,p1732,75
12348,giant gibbon; brick bobcat,policy_1_1,p1739,82
12349,giant gibbon; brick bobcat,policy_1_1,p1741,85
12350,giant gibbon; brick bobcat,policy_1_1,p1746,75
12351,giant gibbon; brick bobcat,policy_1_1,p1751,65
12352,giant gibbon; brick bobcat,policy_1_1,p1754,85
12353,giant gibbon; brick bobcat,policy_1_1,p1769,82
12354,giant gibbon; brick bobcat,policy_1_1,p1771,82
12355,giant gibbon; brick bobcat,policy_1_1,p1776,75
12356,giant gibbon; brick bobcat,policy_1_1,p1780,82
12357,giant gibbon; brick bobcat,policy_1_1,p1785,75
12358,giant gibbon; brick bobcat,policy_1_1,p1791,88
12359,giant gibbon; brick bobcat,policy_1_1,p1793,85
12360,giant gibbon; brick bobcat,policy_1_1,p1796,75
12361,giant gibbon; brick bobcat,policy_1_1,p1805,78
12362,giant gibbon; brick bobcat,policy_1_1,p1812,85
12363,giant gibbon; brick bobcat,policy_1_1,p1816,72
12364,giant gibbon; brick bobcat,policy_1_1,p1819,78
12365,giant gibbon; brick bobcat,policy_1_1,p1825,85
12366,giant gibbon; brick bobcat,policy_1_1,p1836,85
12367,giant gibbon; brick bobcat,policy_1_1,p1839,85
12368,giant gibbon; brick bobcat,policy_1_1,p1861,78
12369,giant gibbon; brick bobcat,policy_1_1,p1863,85
12370,giant gibbon; brick bobcat,policy_1_1,p1873,78
12371,giant gibbon; brick bobcat,policy_1_1,p1875,78
12372,giant gibbon; brick bobcat,policy_1_1,p1876,85
12373,giant gibbon; brick bobcat,policy_1_1,p1877,85
12374,giant gibbon; brick bobcat,policy_1_1,p1880,78
12375,giant gibbon; brick bobcat,policy_1_1,p1883,78
12376,giant gibbon; brick bobcat,policy_1_1,p1889,65
12377,giant gibbon; brick bobcat,policy_1_1,p1893,85
12378,giant gibbon; brick bobcat,policy_1_1,p1896,85
12379,giant gibbon; brick bobcat,policy_1_1,p1913,78
12380,giant gibbon; brick bobcat,policy_1_1,p1922,88
12381,giant gibbon; brick bobcat,policy_1_1,p1930,85
12382,giant gibbon; brick bobcat,policy_1_1,p1935,82
12383,giant gibbon; brick bobcat,policy_1_1,p1940,85
12384,giant gibbon; brick bobcat,policy_1_1,p1948,75
12385,giant gibbon; brick bobcat,policy_1_1,p1950,78
12386,giant gibbon; brick bobcat,policy_1_1,p1954,75
12387,giant gibbon; brick bobcat,policy_1_1,p1956,65
12388,giant gibbon; brick bobcat,policy_1_1,p1958,78
12389,giant gibbon; brick bobcat,policy_1_1,p1967,82
12390,giant gibbon; brick bobcat,policy_1_1,p1973,92
12391,giant gibbon; brick bobcat,policy_1_1,p1978,78
12392,giant gibbon; brick bobcat,policy_1_1,p1983,75
12393,giant gibbon; brick bobcat,policy_1_1,p1984,72
12394,giant gibbon; brick bobcat,policy_1_1,p1995,78
12395,giant gibbon; brick bobcat,policy_1_1,p1996,78
12396,giant gibbon; brick bobcat,policy_1_1,p1997,78
12397,giant gibbon; brick bobcat,policy_1_1,p2001,85
12398,giant gibbon; brick bobcat,policy_1_1,p2002,75
12399,giant gibbon; brick bobcat,policy_1_1,p2013,88
12400,giant gibbon; brick bobcat,policy_1_1,p2014,72
12401,giant gibbon; brick bobcat,policy_1_1,p2016,85
12402,giant gibbon; brick bobcat,policy_1_1,p2018,68
12403,giant gibbon; brick bobcat,policy_1_1,p2023,88
12404,giant gibbon; brick bobcat,policy_1_1,p2025,92
12405,giant gibbon; brick bobcat,policy_1_1,p2028,78
12406,giant gibbon; brick bobcat,policy_1_1,p2030,82
12407,giant gibbon; brick bobcat,policy_1_1,p2033,82
12408,giant gibbon; brick bobcat,policy_1_1,p2040,65
12409,giant gibbon; brick bobcat,policy_1_1,p2051,78
12410,giant gibbon; brick bobcat,policy_1_1,p2052,78
12411,giant gibbon; brick bobcat,policy_1_1,p2066,65
12412,giant gibbon; brick bobcat,policy_1_1,p2067,85
12413,giant gibbon; brick bobcat,policy_1_1,p2073,88
12414,giant gibbon; brick bobcat,policy_1_1,p2077,78
12415,giant gibbon; brick bobcat,policy_1_1,p2078,78
12416,giant gibbon; brick bobcat,policy_1_1,p2086,85
12417,giant gibbon; brick bobcat,policy_1_1,p2089,85
12418,giant gibbon; brick bobcat,policy_1_1,p2093,65
12419,giant gibbon; brick bobcat,policy_1_1,p2094,85
12420,giant gibbon; brick bobcat,policy_1_1,p2111,75
12421,giant gibbon; brick bobcat,policy_1_1,p2117,82
12422,giant gibbon; brick bobcat,policy_1_1,p2121,82
12423,giant gibbon; brick bobcat,policy_1_1,p2127,78
12424,giant gibbon; brick bobcat,policy_1_1,p2141,75
12425,giant gibbon; brick bobcat,policy_1_1,p2142,45
12426,giant gibbon; brick bobcat,policy_1_1,p2143,82
12427,giant gibbon; brick bobcat,policy_1_1,p2153,85
12428,giant gibbon; brick bobcat,policy_1_1,p2155,68
12429,giant gibbon; brick bobcat,policy_1_1,p2169,68
12430,giant gibbon; brick bobcat,policy_1_1,p2187,82
12431,giant gibbon; brick bobcat,policy_1_1,p2188,82
12432,giant gibbon; brick bobcat,policy_1_1,p2197,78
12433,giant gibbon; brick bobcat,policy_1_1,p2213,75
12434,giant gibbon; brick bobcat,policy_1_1,p2214,78
12435,giant gibbon; brick bobcat,policy_1_1,p2215,85
12436,giant gibbon; brick bobcat,policy_1_1,p2220,78
12437,giant gibbon; brick bobcat,policy_1_1,p2223,78
12438,giant gibbon; brick bobcat,policy_1_1,p2229,78
12439,giant gibbon; brick bobcat,policy_1_1,p2234,92
12440,giant gibbon; brick bobcat,policy_1_1,p2237,85
12441,giant gibbon; brick bobcat,policy_1_1,p2238,82
12442,giant gibbon; brick bobcat,policy_1_1,p2244,82
12443,giant gibbon; brick bobcat,policy_1_1,p2248,78
12444,giant gibbon; brick bobcat,policy_1_1,p2252,85
12445,giant gibbon; brick bobcat,policy_1_1,p2255,45
12446,giant gibbon; brick bobcat,policy_1_1,p2261,45
12447,giant gibbon; brick bobcat,policy_1_1,p2263,78
12448,giant gibbon; brick bobcat,policy_1_1,p2273,85
12449,giant gibbon; brick bobcat,policy_1_1,p2275,78
12450,giant gibbon; brick bobcat,policy_1_1,p2276,78
12451,giant gibbon; brick bobcat,policy_1_1,p2283,65
12452,giant gibbon; brick bobcat,policy_1_1,p2287,85
12453,giant gibbon; brick bobcat,policy_1_1,p2296,65
12454,giant gibbon; brick bobcat,policy_1_1,p2298,75
12455,giant gibbon; brick bobcat,policy_1_1,p2304,85
12456,giant gibbon; brick bobcat,policy_1_1,p2310,78
12457,giant gibbon; brick bobcat,policy_1_1,p2322,68
12458,giant gibbon; brick bobcat,policy_1_1,p2326,82
12459,giant gibbon; brick bobcat,policy_1_1,p2330,78
12460,giant gibbon; brick bobcat,policy_1_1,p2331,85
12461,giant gibbon; brick bobcat,policy_1_1,p2333,78
12462,giant gibbon; brick bobcat,policy_1_1,p2347,85
12463,giant gibbon; brick bobcat,policy_1_1,p2350,75
12464,giant gibbon; brick bobcat,policy_1_1,p2351,78
12465,giant gibbon; brick bobcat,policy_1_1,p2353,85
12466,giant gibbon; brick bobcat,policy_1_1,p2355,85
12467,giant gibbon; brick bobcat,policy_1_1,p2363,75
12468,giant gibbon; brick bobcat,policy_1_1,p2378,85
12469,giant gibbon; brick bobcat,policy_1_1,p2380,88
12470,giant gibbon; brick bobcat,policy_1_1,p2387,78
12471,giant gibbon; brick bobcat,policy_1_1,p2398,78
12472,giant gibbon; brick bobcat,policy_1_1,p2400,85
12473,giant gibbon; brick bobcat,policy_1_1,p2403,88
12474,giant gibbon; brick bobcat,policy_1_1,p2408,65
12475,giant gibbon; brick bobcat,policy_1_1,p2418,78
12476,giant gibbon; brick bobcat,policy_1_1,p2426,85
12477,giant gibbon; brick bobcat,policy_1_1,p2428,78
12478,giant gibbon; brick bobcat,policy_1_1,p2434,85
12479,giant gibbon; brick bobcat,policy_1_1,p2446,65
12480,giant gibbon; brick bobcat,policy_1_1,p2452,78
12481,giant gibbon; brick bobcat,policy_1_1,p2454,78
12482,giant gibbon; brick bobcat,policy_1_1,p2462,78
12483,giant gibbon; brick bobcat,policy_1_1,p2467,45
12484,giant gibbon; brick bobcat,policy_1_1,p2482,78
12485,giant gibbon; brick bobcat,policy_1_1,p2489,75
12486,giant gibbon; brick bobcat,policy_1_1,p2490,75
12487,giant gibbon; brick bobcat,policy_1_1,p2494,65
12488,giant gibbon; brick bobcat,policy_1_1,p2502,85
12489,giant gibbon; brick bobcat,policy_1_1,p2503,78
12490,giant gibbon; brick bobcat,policy_1_1,p2522,85
12491,giant gibbon; brick bobcat,policy_1_1,p2524,85
12492,giant gibbon; brick bobcat,policy_1_1,p2533,65
12493,giant gibbon; brick bobcat,policy_1_1,p2566,78
12494,giant gibbon; brick bobcat,policy_1_1,p2571,85
12495,giant gibbon; brick bobcat,policy_1_1,p2573,75
12496,giant gibbon; brick bobcat,policy_1_1,p2582,82
12497,giant gibbon; brick bobcat,policy_1_1,p2591,75
12498,giant gibbon; brick bobcat,policy_1_1,p2592,78
12499,giant gibbon; brick bobcat,policy_1_1,p2595,65
12500,giant gibbon; brick bobcat,policy_2_1,p0016,45
12501,giant gibbon; brick bobcat,policy_2_1,p0022,45
12502,giant gibbon; brick bobcat,policy_2_1,p0023,45
12503,giant gibbon; brick bobcat,policy_2_1,p0026,45
12504,giant gibbon; brick bobcat,policy_2_1,p0034,35
12505,giant gibbon; brick bobcat,policy_2_1,p0036,45
12506,giant gibbon; brick bobcat,policy_2_1,p0037,45
12507,giant gibbon; brick bobcat,policy_2_1,p0042,45
12508,giant gibbon; brick bobcat,policy_2_1,p0057,45
12509,giant gibbon; brick bobcat,policy_2_1,p0066,35
12510,giant gibbon; brick bobcat,policy_2_1,p0069,35
12511,giant gibbon; brick bobcat,policy_2_1,p0072,45
12512,giant gibbon; brick bobcat,policy_2_1,p0073,45
12513,giant gibbon; brick bobcat,policy_2_1,p0082,35
12514,giant gibbon; brick bobcat,policy_2_1,p0091,40
12515,giant gibbon; brick bobcat,policy_2_1,p0092,35
12516,giant gibbon; brick bobcat,policy_2_1,p0093,45
12517,giant gibbon; brick bobcat,policy_2_1,p0095,45
12518,giant gibbon; brick bobcat,policy_2_1,p0107,35
12519,giant gibbon; brick bobcat,policy_2_1,p0114,45
12520,giant gibbon; brick bobcat,policy_2_1,p0116,35
12521,giant gibbon; brick bobcat,policy_2_1,p0118,45
12522,giant gibbon; brick bobcat,policy_2_1,p0119,45
12523,giant gibbon; brick bobcat,policy_2_1,p0126,35
12524,giant gibbon; brick bobcat,policy_2_1,p0129,45
12525,giant gibbon; brick bobcat,policy_2_1,p0136,35
12526,giant gibbon; brick bobcat,policy_2_1,p0138,35
12527,giant gibbon; brick bobcat,policy_2_1,p0144,45
12528,giant gibbon; brick bobcat,policy_2_1,p0150,35
12529,giant gibbon; brick bobcat,policy_2_1,p0152,45
12530,giant gibbon; brick bobcat,policy_2_1,p0158,35
12531,giant gibbon; brick bobcat,policy_2_1,p0161,35
12532,giant gibbon; brick bobcat,policy_2_1,p0164,35
12533,giant gibbon; brick bobcat,policy_2_1,p0175,45
12534,giant gibbon; brick bobcat,policy_2_1,p0177,45
12535,giant gibbon; brick bobcat,policy_2_1,p0178,45
12536,giant gibbon; brick bobcat,policy_2_1,p0181,25
12537,giant gibbon; brick bobcat,policy_2_1,p0186,45
12538,giant gibbon; brick bobcat,policy_2_1,p0196,40
12539,giant gibbon; brick bobcat,policy_2_1,p0198,45
12540,giant gibbon; brick bobcat,policy_2_1,p0202,55
12541,giant gibbon; brick bobcat,policy_2_1,p0205,35
12542,giant gibbon; brick bobcat,policy_2_1,p0207,25
12543,giant gibbon; brick bobcat,policy_2_1,p0211,35
12544,giant gibbon; brick bobcat,policy_2_1,p0227,45
12545,giant gibbon; brick bobcat,policy_2_1,p0229,35
12546,giant gibbon; brick bobcat,policy_2_1,p0232,45
12547,giant gibbon; brick bobcat,policy_2_1,p0233,25
12548,giant gibbon; brick bobcat,policy_2_1,p0237,45
12549,giant gibbon; brick bobcat,policy_2_1,p0258,45
12550,giant gibbon; brick bobcat,policy_2_1,p0268,20
12551,giant gibbon; brick bobcat,policy_2_1,p0274,45
12552,giant gibbon; brick bobcat,policy_2_1,p0275,25
12553,giant gibbon; brick bobcat,policy_2_1,p0277,35
12554,giant gibbon; brick bobcat,policy_2_1,p0288,45
12555,giant gibbon; brick bobcat,policy_2_1,p0291,45
12556,giant gibbon; brick bobcat,policy_2_1,p0307,35
12557,giant gibbon; brick bobcat,policy_2_1,p0308,45
12558,giant gibbon; brick bobcat,policy_2_1,p0317,25
12559,giant gibbon; brick bobcat,policy_2_1,p0325,45
12560,giant gibbon; brick bobcat,policy_2_1,p0327,45
12561,giant gibbon; brick bobcat,policy_2_1,p0334,45
12562,giant gibbon; brick bobcat,policy_2_1,p0336,45
12563,giant gibbon; brick bobcat,policy_2_1,p0338,35
12564,giant gibbon; brick bobcat,policy_2_1,p0342,45
12565,giant gibbon; brick bobcat,policy_2_1,p0349,35
12566,giant gibbon; brick bobcat,policy_2_1,p0356,35
12567,giant gibbon; brick bobcat,policy_2_1,p0358,45
12568,giant gibbon; brick bobcat,policy_2_1,p0363,45
12569,giant gibbon; brick bobcat,policy_2_1,p0364,45
12570,giant gibbon; brick bobcat,policy_2_1,p0369,45
12571,giant gibbon; brick bobcat,policy_2_1,p0370,35
12572,giant gibbon; brick bobcat,policy_2_1,p0371,35
12573,giant gibbon; brick bobcat,policy_2_1,p0379,35
12574,giant gibbon; brick bobcat,policy_2_1,p0386,45
12575,giant gibbon; brick bobcat,policy_2_1,p0396,45
12576,giant gibbon; brick bobcat,policy_2_1,p0403,45
12577,giant gibbon; brick bobcat,policy_2_1,p0405,35
12578,giant gibbon; brick bobcat,policy_2_1,p0412,45
12579,giant gibbon; brick bobcat,policy_2_1,p0415,25
12580,giant gibbon; brick bobcat,policy_2_1,p0416,45
12581,giant gibbon; brick bobcat,policy_2_1,p0417,35
12582,giant gibbon; brick bobcat,policy_2_1,p0418,35
12583,giant gibbon; brick bobcat,policy_2_1,p0430,35
12584,giant gibbon; brick bobcat,policy_2_1,p0431,45
12585,giant gibbon; brick bobcat,policy_2_1,p0434,25
12586,giant gibbon; brick bobcat,policy_2_1,p0438,40
12587,giant gibbon; brick bobcat,policy_2_1,p0441,45
12588,giant gibbon; brick bobcat,policy_2_1,p0442,35
12589,giant gibbon; brick bobcat,policy_2_1,p0449,40
12590,giant gibbon; brick bobcat,policy_2_1,p0450,45
12591,giant gibbon; brick bobcat,policy_2_1,p0465,35
12592,giant gibbon; brick bobcat,policy_2_1,p0471,45
12593,giant gibbon; brick bobcat,policy_2_1,p0477,45
12594,giant gibbon; brick bobcat,policy_2_1,p0483,45
12595,giant gibbon; brick bobcat,policy_2_1,p0486,35
12596,giant gibbon; brick bobcat,policy_2_1,p0487,45
12597,giant gibbon; brick bobcat,policy_2_1,p0489,35
12598,giant gibbon; brick bobcat,policy_2_1,p0497,25
12599,giant gibbon; brick bobcat,policy_2_1,p0502,35
12600,giant gibbon; brick bobcat,policy_2_1,p0503,45
12601,giant gibbon; brick bobcat,policy_2_1,p0506,45
12602,giant gibbon; brick bobcat,policy_2_1,p0511,45
12603,giant gibbon; brick bobcat,policy_2_1,p0523,35
12604,giant gibbon; brick bobcat,policy_2_1,p0534,45
12605,giant gibbon; brick bobcat,policy_2_1,p0536,45
12606,giant gibbon; brick bobcat,policy_2_1,p0542,25
12607,giant gibbon; brick bobcat,policy_2_1,p0547,45
12608,giant gibbon; brick bobcat,policy_2_1,p0553,45
12609,giant gibbon; brick bobcat,policy_2_1,p0559,45
12610,giant gibbon; brick bobcat,policy_2_1,p0566,45
12611,giant gibbon; brick bobcat,policy_2_1,p0568,45
12612,giant gibbon; brick bobcat,policy_2_1,p0570,25
12613,giant gibbon; brick bobcat,policy_2_1,p0573,45
12614,giant gibbon; brick bobcat,policy_2_1,p0578,45
12615,giant gibbon; brick bobcat,policy_2_1,p0594,35
12616,giant gibbon; brick bobcat,policy_2_1,p0597,40
12617,giant gibbon; brick bobcat,policy_2_1,p0601,45
12618,giant gibbon; brick bobcat,policy_2_1,p0602,35
12619,giant gibbon; brick bobcat,policy_2_1,p0605,45
12620,giant gibbon; brick bobcat,policy_2_1,p0615,45
12621,giant gibbon; brick bobcat,policy_2_1,p0620,45
12622,giant gibbon; brick bobcat,policy_2_1,p0626,45
12623,giant gibbon; brick bobcat,policy_2_1,p0629,45
12624,giant gibbon; brick bobcat,policy_2_1,p0633,45
12625,giant gibbon; brick bobcat,policy_2_1,p0638,45
12626,giant gibbon; brick bobcat,policy_2_1,p0639,45
12627,giant gibbon; brick bobcat,policy_2_1,p0640,35
12628,giant gibbon; brick bobcat,policy_2_1,p0655,25
12629,giant gibbon; brick bobcat,policy_2_1,p0656,45
12630,giant gibbon; brick bobcat,policy_2_1,p0658,35
12631,giant gibbon; brick bobcat,policy_2_1,p0661,45
12632,giant gibbon; brick bobcat,policy_2_1,p0669,45
12633,giant gibbon; brick bobcat,policy_2_1,p0670,45
12634,giant gibbon; brick bobcat,policy_2_1,p0672,35
12635,giant gibbon; brick bobcat,policy_2_1,p0674,45
12636,giant gibbon; brick bobcat,policy_2_1,p0678,45
12637,giant gibbon; brick bobcat,policy_2_1,p0683,35
12638,giant gibbon; brick bobcat,policy_2_1,p0686,45
12639,giant gibbon; brick bobcat,policy_2_1,p0687,45
12640,giant gibbon; brick bobcat,policy_2_1,p0698,35
12641,giant gibbon; brick bobcat,policy_2_1,p0700,35
12642,giant gibbon; brick bobcat,policy_2_1,p0703,35
12643,giant gibbon; brick bobcat,policy_2_1,p0718,45
12644,giant gibbon; brick bobcat,policy_2_1,p0744,45
12645,giant gibbon; brick bobcat,policy_2_1,p0745,45
12646,giant gibbon; brick bobcat,policy_2_1,p0753,35
12647,giant gibbon; brick bobcat,policy_2_1,p0770,45
12648,giant gibbon; brick bobcat,policy_2_1,p0771,35
12649,giant gibbon; brick bobcat,policy_2_1,p0777,45
12650,giant gibbon; brick bobcat,policy_2_1,p0779,45
12651,giant gibbon; brick bobcat,policy_2_1,p0780,35
12652,giant gibbon; brick bobcat,policy_2_1,p0783,35
12653,giant gibbon; brick bobcat,policy_2_1,p0785,45
12654,giant gibbon; brick bobcat,policy_2_1,p0786,35
12655,giant gibbon; brick bobcat,policy_2_1,p0794,25
12656,giant gibbon; brick bobcat,policy_2_1,p0798,25
12657,giant gibbon; brick bobcat,policy_2_1,p0800,45
12658,giant gibbon; brick bobcat,policy_2_1,p0820,35
12659,giant gibbon; brick bobcat,policy_2_1,p0841,35
12660,giant gibbon; brick bobcat,policy_2_1,p0849,45
12661,giant gibbon; brick bobcat,policy_2_1,p0862,45
12662,giant gibbon; brick bobcat,policy_2_1,p0867,45
12663,giant gibbon; brick bobcat,policy_2_1,p0869,45
12664,giant gibbon; brick bobcat,policy_2_1,p0872,45
12665,giant gibbon; brick bobcat,policy_2_1,p0880,45
12666,giant gibbon; brick bobcat,policy_2_1,p0891,45
12667,giant gibbon; brick bobcat,policy_2_1,p0916,35
12668,giant gibbon; brick bobcat,policy_2_1,p0917,45
12669,giant gibbon; brick bobcat,policy_2_1,p0919,35
12670,giant gibbon; brick bobcat,policy_2_1,p0922,35
12671,giant gibbon; brick bobcat,policy_2_1,p0925,45
12672,giant gibbon; brick bobcat,policy_2_1,p0927,45
12673,giant gibbon; brick bobcat,policy_2_1,p0929,45
12674,giant gibbon; brick bobcat,policy_2_1,p0930,45
12675,giant gibbon; brick bobcat,policy_2_1,p0931,25
12676,giant gibbon; brick bobcat,policy_2_1,p0933,35
12677,giant gibbon; brick bobcat,policy_2_1,p0934,25
12678,giant gibbon; brick bobcat,policy_2_1,p0936,45
12679,giant gibbon; brick bobcat,policy_2_1,p0938,45
12680,giant gibbon; brick bobcat,policy_2_1,p0939,45
12681,giant gibbon; brick bobcat,policy_2_1,p0946,45
12682,giant gibbon; brick bobcat,policy_2_1,p0951,45
12683,giant gibbon; brick bobcat,policy_2_1,p0956,45
12684,giant gibbon; brick bobcat,policy_2_1,p0962,35
12685,giant gibbon; brick bobcat,policy_2_1,p0963,45
12686,giant gibbon; brick bobcat,policy_2_1,p0969,35
12687,giant gibbon; brick bobcat,policy_2_1,p0972,45
12688,giant gibbon; brick bobcat,policy_2_1,p0975,35
12689,giant gibbon; brick bobcat,policy_2_1,p0985,35
12690,giant gibbon; brick bobcat,policy_2_1,p0993,35
12691,giant gibbon; brick bobcat,policy_2_1,p0996,40
12692,giant gibbon; brick bobcat,policy_2_1,p1011,35
12693,giant gibbon; brick bobcat,policy_2_1,p1017,25
12694,giant gibbon; brick bobcat,policy_2_1,p1020,35
12695,giant gibbon; brick bobcat,policy_2_1,p1022,35
12696,giant gibbon; brick bobcat,policy_2_1,p1024,35
12697,giant gibbon; brick bobcat,policy_2_1,p1027,45
12698,giant gibbon; brick bobcat,policy_2_1,p1028,45
12699,giant gibbon; brick bobcat,policy_2_1,p1029,35
12700,giant gibbon; brick bobcat,policy_2_1,p1032,35
12701,giant gibbon; brick bobcat,policy_2_1,p1040,35
12702,giant gibbon; brick bobcat,policy_2_1,p1047,35
12703,giant gibbon; brick bobcat,policy_2_1,p1048,35
12704,giant gibbon; brick bobcat,policy_2_1,p1053,45
12705,giant gibbon; brick bobcat,policy_2_1,p1057,45
12706,giant gibbon; brick bobcat,policy_2_1,p1058,45
12707,giant gibbon; brick bobcat,policy_2_1,p1063,35
12708,giant gibbon; brick bobcat,policy_2_1,p1064,45
12709,giant gibbon; brick bobcat,policy_2_1,p1065,35
