,condition,outcome,persona,response
10569,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0364,78
10570,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0369,78
10571,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0370,45
10572,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0371,55
10573,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0379,45
10574,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0386,68
10575,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0396,75
10576,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0403,68
10577,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0405,75
10578,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0412,68
10579,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0415,45
10580,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0416,68
10581,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0417,68
10582,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0418,45
10583,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0430,68
10584,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0431,75
10585,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0434,35
10586,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0438,68
10587,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0441,68
10588,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0442,45
10589,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0449,45
10590,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0450,68
10591,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0465,45
10592,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0471,68
10593,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0477,55
10594,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0483,68
10595,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0486,78
10596,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0487,65
10597,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0489,65
10598,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0497,45
10599,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0502,58
10600,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0503,68
10601,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0506,45
10602,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0511,68
10603,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0523,68
10604,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0534,78
10605,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0536,68
10606,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0542,45
10607,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0547,68
10608,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0553,68
10609,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0559,75
10610,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0566,55
10611,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0568,45
10612,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0570,35
10613,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0573,62
10614,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0578,55
10615,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0594,45
10616,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0597,65
10617,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0601,55
10618,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0602,45
10619,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0605,45
10620,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0615,65
10621,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0620,68
10622,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0626,68
10623,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0629,78
10624,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0633,45
10625,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0638,68
10626,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0639,65
10627,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0640,55
10628,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0655,68
10629,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0656,68
10630,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0658,45
10631,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0661,55
10632,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0669,75
10633,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0670,45
10634,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0672,68
10635,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0674,68
10636,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0678,68
10637,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0683,68
10638,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0686,45
10639,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0687,75
10640,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0698,55
10641,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0700,58
10642,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0703,55
10643,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0718,45
10644,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0744,68
10645,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0745,62
10646,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0753,45
10647,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0770,68
10648,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0771,68
10649,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0777,75
10650,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0779,68
10651,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0780,45
10652,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0783,55
10653,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0785,55
10654,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0786,45
10655,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0794,35
10656,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0798,35
10657,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0800,68
10658,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0820,45
10659,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0841,68
10660,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0849,68
10661,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0862,78
10662,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0867,68
10663,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0869,75
10664,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0872,75
10665,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0880,68
10666,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0891,68
10667,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0916,68
10668,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0917,75
10669,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0919,68
10670,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0922,55
10671,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0925,68
10672,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0927,68
10673,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0929,68
10674,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0930,68
10675,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0931,45
10676,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0933,45
10677,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0934,45
10678,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0936,72
10679,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0938,68
10680,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0939,55
10681,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0946,55
10682,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0951,45
10683,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0956,68
10684,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0962,68
10685,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0963,68
10686,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0969,68
10687,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0972,45
10688,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0975,45
10689,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0985,45
10690,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0993,68
10691,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p0996,55
10692,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1011,45
10693,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1017,55
10694,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1020,68
10695,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1022,68
10696,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1024,45
10697,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1027,68
10698,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1028,78
10699,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1029,35
10700,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1032,55
10701,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1040,68
10702,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1047,45
10703,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1048,55
10704,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1053,45
10705,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1057,45
10706,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1058,55
10707,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1063,45
10708,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1064,68
10709,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1065,45
10710,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1069,45
10711,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1072,68
10712,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1073,65
10713,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1075,68
10714,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1076,45
10715,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1083,45
10716,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1089,68
10717,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1093,68
10718,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1096,68
10719,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1100,55
10720,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1106,68
10721,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1107,45
10722,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1113,45
10723,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1117,35
10724,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1120,55
10725,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1134,55
10726,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1136,45
10727,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1138,68
10728,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1144,45
10729,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1145,78
10730,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1147,78
10731,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1148,68
10732,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1154,78
10733,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1159,68
10734,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1167,68
10735,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1175,68
10736,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1178,45
10737,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1184,58
10738,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1186,68
10739,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1196,45
10740,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1197,45
10741,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1203,68
10742,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1219,45
10743,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1225,55
10744,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1234,68
10745,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1242,55
10746,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1244,68
10747,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1249,45
10748,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1250,55
10749,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1256,58
10750,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1258,75
10751,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1260,45
10752,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1262,45
10753,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1264,55
10754,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1265,68
10755,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1269,55
10756,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1272,68
10757,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1278,75
10758,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1281,45
10759,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1292,55
10760,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1299,55
10761,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1312,55
10762,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1322,68
10763,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1326,68
10764,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1330,65
10765,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1335,68
10766,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1337,68
10767,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1340,75
10768,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1345,65
10769,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1351,45
10770,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1355,45
10771,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1362,45
10772,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1365,55
10773,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1366,45
10774,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1367,45
10775,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1370,68
10776,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1371,78
10777,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1373,55
10778,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1375,68
10779,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1376,68
10780,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1379,55
10781,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1381,45
10782,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1393,68
10783,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1396,75
10784,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1398,55
10785,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1404,68
10786,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1406,68
10787,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1407,45
10788,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1409,55
10789,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1412,68
10790,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1414,78
10791,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1424,55
10792,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1425,45
10793,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1429,45
10794,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1434,62
10795,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1441,45
10796,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1445,45
10797,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1450,68
10798,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1454,65
10799,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1456,45
10800,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1457,45
10801,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1458,75
10802,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1469,68
10803,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1470,55
10804,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1481,68
10805,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1488,65
10806,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1492,45
10807,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1495,68
10808,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1497,55
10809,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1499,55
10810,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1503,68
10811,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1511,68
10812,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1512,55
10813,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1518,62
10814,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1519,65
10815,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1520,45
10816,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1524,68
10817,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1526,62
10818,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1537,68
10819,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1545,68
10820,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1547,68
10821,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1552,75
10822,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1567,68
10823,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1568,68
10824,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1579,35
10825,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1587,35
10826,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1596,45
10827,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1600,75
10828,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1603,55
10829,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1604,68
10830,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1610,55
10831,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1618,55
10832,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1619,78
10833,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1622,68
10834,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1623,35
10835,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1630,45
10836,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1641,68
10837,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1649,45
10838,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1652,55
10839,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1665,55
10840,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1669,55
10841,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1685,55
10842,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1693,65
10843,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1698,55
10844,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1704,55
10845,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1711,78
10846,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1718,45
10847,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1732,45
10848,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1739,65
10849,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1741,78
10850,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1746,45
10851,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1751,45
10852,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1754,68
10853,orchid orangutan; defiant dragonfly,inst_trust_noaa_1,p1769,68
